
iter 0
2.25 5.01 -2.77
1.86 3.57 -1.71
-1.84 2.21 -4.05
-0.36 1.40 -1.77
-0.85 1.02 -1.87
-2.27 0.01 -2.27
-1.19 0.59 -1.78
-1.88 -0.11 -1.77
-0.85 0.33 -1.18
-0.72 0.20 -0.92
-1.12 0.03 -1.15
-0.42 -0.10 -0.32
-0.52 -0.21 -0.31
1.20 -0.35 1.55
-1.81 -0.36 -1.45
-1.19 0.72 -1.91
-1.29 -0.32 -0.97
-0.86 0.44 -1.29
0.04 -0.65 0.70
-0.28 -0.48 0.20
-0.67 -0.09 -0.58
0.44 -0.32 0.76
-0.56 0.17 -0.74
-0.98 0.48 -1.46
-2.48 -0.10 -2.38
-2.25 -0.06 -2.19
-0.17 0.31 -0.48
0.03 -0.35 0.38
-1.60 -1.41 -0.19
-1.01 -2.51 1.50
-0.96 -3.96 3.00
-1.67 -4.68 3.01
-1.52 -6.02 4.50
-1.44 -7.28 5.84
-1.23 -8.19 6.96
-1.72 -9.00 7.28
-1.30 -9.75 8.45
-2.97 -10.11 7.13
-3.07 -10.59 7.52
-1.72 -11.53 9.81
-1.52 -12.35 10.84
-0.85 -13.25 12.40
-2.84 -14.47 11.63
-1.94 -15.64 13.71
-1.76 -16.13 14.36
-3.44 -17.57 14.13
-2.64 -18.38 15.75
-2.57 -19.24 16.67
-2.68 -20.62 17.93
-5.00 -21.07 16.07
-4.69 -21.66 16.97
-3.26 -22.24 18.98
-4.03 -23.34 19.30
-2.83 -23.88 21.04
-3.56 -23.58 20.02
-3.24 -23.64 20.40
-5.03 -24.05 19.02
-3.71 -24.56 20.85
-3.57 -24.06 20.49
-4.49 -23.69 19.21
-4.04 -23.87 19.83
-1.33 -23.72 22.39
-5.51 -23.54 18.03
-4.81 -23.79 18.98
-4.15 -24.40 20.25
-4.64 -23.72 19.08
-2.66 -23.60 20.93
-4.30 -24.41 20.11
-3.93 -23.96 20.03
-3.65 -23.58 19.93
-5.07 -25.26 20.19
-4.18 -24.26 20.07
-4.87 -23.56 18.69
-4.89 -23.64 18.75
-3.61 -24.38 20.77
-4.60 -23.48 18.88
-3.12 -24.86 21.75
-5.99 -23.82 17.83
-3.46 -24.42 20.96
-4.54 -24.89 20.35
-3.85 -24.85 21.00
-4.03 -24.42 20.40
-4.31 -23.93 19.62
-4.56 -23.77 19.21
-4.71 -24.02 19.31
-3.48 -23.27 19.79
-3.60 -24.61 21.02
-3.71 -23.95 20.23
-3.87 -25.00 21.13
-4.27 -24.51 20.24
-5.12 -23.18 18.06
-4.23 -23.49 19.26
-3.12 -24.83 21.71
-4.10 -24.49 20.39
-4.88 -24.28 19.40
-5.10 -23.67 18.57
-3.36 -24.67 21.31
-4.15 -24.21 20.06
-3.91 -24.12 20.21
-3.46 -23.80 20.34
-3.82 -23.96 20.14
0


iter 17
4.87 2.11 2.77
8.49 2.35 6.15
6.69 2.95 3.74
9.54 4.39 5.14
7.32 5.47 1.84
5.95 7.23 -1.28
8.14 9.30 -1.16
8.78 7.99 0.79
9.51 7.82 1.69
9.96 8.09 1.87
9.44 8.10 1.34
9.73 7.20 2.53
5.78 7.74 -1.96
9.72 8.09 1.63
9.64 7.65 2.00
7.12 7.69 -0.57
8.14 8.54 -0.40
9.57 7.96 1.61
10.41 8.37 2.03
9.31 8.22 1.09
11.54 6.54 5.00
11.46 6.84 4.62
10.17 7.49 2.69
10.78 8.38 2.41
11.29 8.29 3.00
11.16 7.85 3.31
10.74 8.10 2.64
12.06 8.14 3.92
12.35 7.23 5.12
13.71 7.49 6.22
12.57 8.05 4.52
13.65 8.15 5.50
14.00 7.82 6.18
13.31 7.80 5.51
13.17 9.26 3.91
14.29 7.74 6.56
12.73 7.12 5.61
12.87 8.38 4.50
13.57 7.79 5.78
12.78 8.08 4.70
12.27 7.89 4.37
11.28 8.53 2.75
12.38 8.29 4.09
11.63 8.36 3.27
11.18 7.88 3.29
10.00 8.14 1.86
9.77 8.95 0.82
11.00 8.81 2.20
11.53 7.38 4.15
10.46 6.74 3.72
9.14 5.80 3.34
8.10 4.67 3.43
8.84 3.69 5.15
7.80 3.26 4.55
7.72 2.14 5.58
6.78 1.21 5.57
4.73 0.60 4.13
4.29 0.07 4.22
0.74 -1.40 2.13
0.93 -1.87 2.80
-0.05 -4.32 4.27
-1.31 -5.71 4.40
-1.76 -6.63 4.87
-3.32 -7.80 4.48
-3.23 -8.56 5.33
-3.97 -9.60 5.63
-4.92 -9.71 4.78
-6.20 -10.54 4.34
-7.35 -11.98 4.63
-7.93 -12.82 4.88
-6.00 -14.55 8.55
-10.44 -15.01 4.56
-11.18 -15.25 4.06
-10.45 -15.21 4.76
-10.76 -17.26 6.50
-14.17 -18.58 4.41
-13.85 -19.47 5.62
-14.35 -20.37 6.01
-15.14 -21.44 6.30
-16.22 -21.35 5.12
-16.95 -21.75 4.81
-16.82 -22.18 5.36
-16.66 -23.58 6.91
-16.75 -24.84 8.09
-17.53 -26.23 8.70
-16.47 -27.00 10.53
-16.41 -26.82 10.41
-17.36 -27.35 9.99
-18.64 -27.56 8.92
-17.20 -26.45 9.25
-16.74 -26.70 9.96
-17.55 -27.08 9.52
-16.55 -26.78 10.23
-17.56 -25.85 8.29
-17.04 -26.93 9.89
-18.88 -27.18 8.30
-16.58 -26.33 9.75
-15.97 -26.44 10.48
-17.12 -26.86 9.74
-17.26 -26.89 9.63
-18.58 -27.17 8.59
-18.59 -27.64 9.05
-16.96 -27.56 10.60
-18.97 -26.43 7.46
-17.46 -26.81 9.35
-15.96 -26.60 10.64
-16.58 -27.60 11.02
-17.81 -27.48 9.67
-16.72 -26.63 9.91
-17.88 -26.29 8.41
-15.49 -26.61 11.11
-18.54 -27.24 8.71
-16.33 -26.82 10.49
-15.25 -26.38 11.12
-16.61 -25.81 9.20
-17.33 -27.31 9.98
-16.70 -26.83 10.14
-17.23 -27.36 10.13
-17.56 -26.79 9.22
-15.90 -26.50 10.60
-16.51 -27.69 11.18
-17.09 -26.67 9.58
-16.81 -27.54 10.73
-17.15 -27.23 10.08
-17.12 -26.37 9.25
-16.57 -27.95 11.37
0


iter 18
7.77 0.64 7.13
6.52 1.27 5.25
7.04 2.31 4.73
7.97 3.60 4.37
7.67 4.58 3.08
6.41 4.99 1.42
6.09 6.25 -0.16
5.62 7.69 -2.07
5.70 7.44 -1.74
5.36 8.60 -3.24
3.25 10.15 -6.90
4.40 11.42 -7.02
3.49 12.10 -8.61
5.79 13.03 -7.24
5.20 13.21 -8.00
4.08 12.16 -8.08
5.88 10.32 -4.44
3.99 9.83 -5.84
2.06 8.85 -6.78
2.30 7.00 -4.70
1.55 5.24 -3.69
0.90 3.25 -2.35
-1.11 2.53 -3.64
0.35 1.86 -1.51
-0.41 0.40 -0.81
-0.78 -1.13 0.35
-2.38 -0.20 -2.19
-1.66 0.31 -1.97
-1.14 0.39 -1.52
-1.97 1.49 -3.47
-0.32 0.31 -0.63
-1.97 -0.02 -1.96
-1.22 0.19 -1.40
-2.14 0.65 -2.79
0.41 0.03 0.38
-0.42 -0.63 0.21
-1.95 0.25 -2.20
-0.49 -0.48 -0.01
0.07 0.64 -0.57
0.51 -0.33 0.84
-0.79 0.02 -0.81
-0.62 -0.31 -0.31
-0.29 -0.66 0.37
0.74 0.19 0.55
-1.76 -0.13 -1.62
-0.69 0.05 -0.74
1.22 -0.38 1.60
-1.01 -0.63 -0.37
-0.00 0.04 -0.04
-0.98 -0.25 -0.73
1.97 -0.65 2.61
-0.35 -0.38 0.04
-0.84 -0.99 0.15
-0.05 -0.45 0.40
-0.29 -0.09 -0.20
0.07 -0.08 0.15
-1.36 -0.65 -0.71
-0.74 0.06 -0.80
-1.40 -0.04 -1.37
-0.76 -0.34 -0.42
2.15 -0.42 2.57
1.12 -1.13 2.25
-0.09 -0.26 0.17
0.63 -1.25 1.88
-1.89 -2.49 0.61
0.56 -2.57 3.13
-1.79 -3.41 1.62
0.82 -4.17 4.99
0.48 -4.70 5.18
-0.06 -5.80 5.74
-1.31 -6.03 4.73
-1.89 -8.54 6.66
-4.25 -10.06 5.81
-3.36 -10.99 7.63
-2.97 -12.07 9.10
-3.15 -12.23 9.08
-1.97 -13.99 12.02
-5.31 -14.45 9.14
-3.12 -15.40 12.28
-3.92 -17.03 13.11
-4.54 -16.63 12.09
-3.31 -16.73 13.42
-5.56 -15.75 10.19
-3.81 -16.41 12.60
-5.17 -15.68 10.51
-4.49 -16.23 11.74
-3.44 -15.94 12.51
-4.65 -16.52 11.87
-4.90 -15.17 10.28
-4.11 -16.36 12.25
-5.84 -16.23 10.39
-4.54 -15.57 11.03
-3.90 -15.38 11.48
-3.40 -16.62 13.22
-3.21 -16.35 13.14
-2.93 -17.29 14.36
-4.62 -16.84 12.22
-4.66 -15.93 11.28
-4.00 -16.74 12.74
-4.50 -15.42 10.92
-4.39 -16.41 12.02
-5.17 -15.88 10.70
-3.75 -15.66 11.91
-5.23 -16.27 11.05
-4.38 -16.62 12.23
-5.93 -16.37 10.44
-3.62 -15.81 12.20
-5.60 -15.87 10.27
-4.10 -15.07 10.97
-4.28 -16.01 11.73
-3.70 -15.60 11.90
-3.38 -15.99 12.61
-4.78 -16.05 11.28
-5.16 -15.67 10.51
-3.23 -15.88 12.64
-2.43 -14.79 12.36
-4.40 -15.49 11.09
-3.94 -16.30 12.36
-3.96 -16.20 12.24
-5.36 -15.56 10.20
-3.93 -16.73 12.80
-5.14 -15.46 10.33
-4.07 -15.48 11.42
-3.44 -16.42 12.99
-4.66 -16.02 11.36
-3.76 -15.41 11.65
0


iter 19
3.09 1.80 1.28
7.28 3.18 4.09
5.39 5.05 0.34
6.80 6.11 0.69
6.32 7.40 -1.09
5.86 8.39 -2.54
8.37 9.70 -1.33
7.42 9.79 -2.37
7.41 10.12 -2.71
9.02 9.54 -0.52
6.83 10.05 -3.22
8.99 9.77 -0.77
6.98 9.72 -2.74
8.19 10.97 -2.78
7.82 9.87 -2.05
7.15 10.50 -3.35
6.82 10.49 -3.67
8.94 10.00 -1.07
9.69 10.25 -0.56
7.61 9.69 -2.08
8.69 10.39 -1.70
8.73 10.28 -1.55
6.80 8.98 -2.18
9.07 9.88 -0.82
7.44 9.54 -2.09
8.01 10.00 -1.99
9.74 10.67 -0.92
7.68 10.24 -2.55
7.43 9.85 -2.42
6.81 9.72 -2.91
7.90 9.63 -1.72
6.86 9.78 -2.92
7.63 8.99 -1.36
7.90 6.59 1.30
5.52 5.72 -0.19
6.15 4.17 1.98
4.96 3.19 1.77
4.35 2.36 1.99
2.82 0.61 2.21
2.44 -0.14 2.57
1.79 -0.65 2.44
1.18 0.13 1.05
1.30 -0.32 1.62
0.31 -1.46 1.77
-0.50 -3.38 2.88
-1.74 -4.18 2.44
-2.03 -4.76 2.72
-1.98 -5.75 3.78
-2.65 -6.93 4.28
-2.71 -8.44 5.72
-3.55 -9.24 5.69
-2.85 -10.13 7.28
-5.37 -10.91 5.53
-3.82 -12.51 8.69
-2.48 -12.39 9.91
-5.24 -13.42 8.18
-5.43 -14.88 9.45
-6.22 -15.76 9.55
-6.45 -16.40 9.95
-9.41 -17.34 7.93
-9.49 -17.95 8.46
-7.31 -19.07 11.76
-8.17 -20.38 12.22
-7.88 -21.02 13.14
-9.65 -21.41 11.76
-8.94 -21.24 12.30
-8.98 -20.64 11.67
-9.78 -20.48 10.70
-8.01 -21.04 13.03
-8.34 -21.15 12.81
-8.22 -20.55 12.34
-7.40 -21.16 13.76
-9.49 -20.97 11.47
-10.29 -20.28 9.99
-9.87 -21.68 11.82
-10.49 -21.17 10.68
-8.93 -22.08 13.15
-8.98 -22.25 13.26
-12.75 -21.28 8.53
-7.87 -21.55 13.67
-9.90 -20.24 10.34
-8.78 -21.95 13.17
-10.85 -20.61 9.75
-8.59 -21.21 12.61
-9.45 -21.01 11.56
-9.72 -20.72 11.01
-10.16 -21.89 11.73
-11.97 -20.82 8.85
-10.54 -20.62 10.08
-9.87 -21.69 11.82
-9.59 -21.57 11.99
-10.58 -20.75 10.17
-7.49 -19.89 12.40
-7.99 -20.95 12.96
-9.22 -21.65 12.43
-8.33 -20.23 11.91
-8.93 -21.12 12.19
-10.01 -20.73 10.72
-10.34 -21.41 11.08
-11.04 -20.64 9.60
-8.39 -21.22 12.83
-9.69 -20.59 10.90
-9.73 -21.09 11.36
-7.74 -20.70 12.97
-8.18 -21.03 12.86
-9.87 -20.45 10.58
-7.74 -21.87 14.13
-8.60 -21.39 12.79
-9.84 -21.63 11.79
-8.18 -20.64 12.46
-8.22 -21.24 13.02
-8.84 -21.42 12.58
-9.21 -21.08 11.87
-9.57 -20.34 10.76
-7.81 -21.11 13.31
-9.85 -20.30 10.45
-8.68 -21.12 12.44
-10.05 -20.36 10.31
-8.82 -20.97 12.15
-9.20 -20.77 11.56
-9.47 -21.07 11.60
-9.11 -20.73 11.62
-8.23 -21.07 12.84
-8.29 -20.43 12.15
-9.78 -21.05 11.27
-9.33 -20.31 10.98
0


iter 20
5.53 1.53 4.00
4.91 2.79 2.13
3.18 3.08 0.10
4.43 3.43 0.99
3.60 4.86 -1.27
4.22 5.97 -1.74
5.09 7.08 -1.99
5.03 7.39 -2.36
5.70 8.57 -2.86
5.37 9.35 -3.98
4.66 10.32 -5.65
4.06 11.22 -7.16
5.46 12.07 -6.61
2.91 13.12 -10.21
4.98 13.66 -8.68
5.44 15.54 -10.09
4.20 16.21 -12.01
4.91 16.80 -11.89
4.27 17.70 -13.43
3.77 18.66 -14.89
5.29 20.16 -14.87
4.71 20.78 -16.07
3.33 19.46 -16.13
5.67 18.13 -12.46
4.09 17.61 -13.52
2.37 18.05 -15.68
3.85 17.34 -13.49
4.49 16.90 -12.41
4.54 15.63 -11.08
2.58 15.00 -12.42
3.08 14.70 -11.62
-0.34 14.29 -14.63
2.81 13.64 -10.83
2.73 12.14 -9.41
2.13 11.27 -9.14
0.89 10.98 -10.09
0.09 9.30 -9.21
1.15 8.60 -7.45
-1.92 7.81 -9.73
0.59 7.31 -6.71
0.10 6.53 -6.43
-0.54 5.32 -5.85
-0.73 3.70 -4.43
-1.55 3.05 -4.60
-0.69 2.84 -3.53
-1.41 1.41 -2.82
-1.45 0.97 -2.42
-1.78 -0.07 -1.71
-2.51 -1.05 -1.46
-1.88 -2.35 0.47
-0.91 -3.48 2.57
-2.40 -4.93 2.53
-3.35 -5.37 2.01
-1.00 -7.21 6.21
-2.39 -7.94 5.55
-2.90 -8.62 5.72
-1.24 -9.60 8.36
-2.40 -9.89 7.49
-2.28 -11.91 9.63
-1.60 -13.04 11.44
-4.57 -13.64 9.07
-4.03 -14.43 10.41
-3.94 -15.03 11.09
-3.68 -16.00 12.32
-3.49 -17.86 14.37
-4.15 -18.75 14.59
-6.65 -19.80 13.15
-5.17 -20.13 14.96
-3.17 -22.16 18.98
-5.07 -22.94 17.87
-4.29 -23.69 19.40
-6.40 -24.89 18.49
-5.57 -25.53 19.96
-4.42 -26.84 22.42
-6.55 -27.83 21.28
-7.24 -28.42 21.18
-6.26 -27.90 21.64
-6.49 -27.55 21.06
-3.99 -28.40 24.41
-5.40 -27.26 21.87
-6.56 -28.00 21.44
-6.86 -29.03 22.17
-6.93 -27.37 20.44
-4.94 -28.12 23.18
-4.77 -27.37 22.60
-6.18 -27.92 21.74
-4.39 -27.96 23.56
-5.73 -28.10 22.36
-6.54 -28.62 22.09
-6.45 -29.12 22.67
-7.14 -28.40 21.25
-6.91 -28.44 21.53
-6.64 -29.24 22.60
-6.09 -27.23 21.14
-4.88 -27.82 22.94
-4.91 -27.49 22.58
-5.21 -28.09 22.88
-4.93 -27.78 22.85
-5.30 -28.54 23.24
-4.29 -28.05 23.76
-5.79 -27.75 21.96
-6.02 -27.81 21.80
-5.81 -28.70 22.89
-5.72 -28.33 22.61
-3.83 -27.60 23.76
-7.04 -27.95 20.91
-6.29 -29.17 22.88
-7.82 -28.04 20.21
-4.82 -28.61 23.79
-6.71 -28.15 21.44
-4.83 -28.47 23.64
-4.01 -27.46 23.46
-5.86 -28.11 22.26
-5.09 -27.23 22.14
-6.97 -27.78 20.81
-5.97 -27.06 21.09
-5.97 -27.77 21.80
-7.36 -28.18 20.82
-5.75 -28.60 22.85
-6.57 -27.88 21.32
-4.03 -28.61 24.58
-7.67 -28.07 20.40
-5.59 -27.77 22.19
-6.84 -27.17 20.33
-7.03 -28.57 21.54
-5.60 -27.20 21.60
0


iter 21
9.70 1.45 8.25
10.15 3.15 7.00
8.44 4.68 3.75
9.02 5.87 3.15
7.86 6.24 1.63
8.80 7.55 1.25
6.76 8.40 -1.64
7.70 8.02 -0.31
6.44 8.25 -1.81
7.98 10.19 -2.22
9.04 11.00 -1.96
9.49 11.21 -1.72
9.37 12.73 -3.36
9.26 13.87 -4.61
10.50 14.91 -4.41
10.39 14.85 -4.46
8.94 15.54 -6.59
7.91 16.38 -8.47
5.11 15.22 -10.12
6.93 15.93 -9.00
8.20 16.01 -7.81
7.85 16.25 -8.40
7.50 16.23 -8.72
6.72 16.60 -9.88
6.10 16.07 -9.97
7.36 16.08 -8.72
8.22 15.99 -7.76
6.46 15.94 -9.48
7.04 14.69 -7.64
5.06 13.49 -8.43
6.14 12.72 -6.58
5.43 11.24 -5.82
6.13 10.07 -3.95
5.72 9.55 -3.83
3.69 8.95 -5.26
3.56 7.59 -4.03
4.24 6.82 -2.58
2.37 5.43 -3.06
3.12 4.01 -0.89
2.42 3.26 -0.84
3.49 1.38 2.11
1.96 0.40 1.56
0.85 -0.82 1.66
0.65 -2.23 2.88
-0.64 -3.28 2.64
-0.37 -3.72 3.36
-2.08 -4.39 2.30
-1.55 -4.75 3.20
-4.01 -6.09 2.08
-5.78 -6.68 0.90
-6.55 -7.58 1.03
-6.20 -7.97 1.77
-5.45 -9.20 3.75
-7.21 -8.57 1.36
-5.74 -9.53 3.79
-6.78 -10.62 3.84
-7.36 -9.82 2.46
-7.03 -9.26 2.23
-5.73 -9.25 3.52
-4.80 -8.73 3.93
-4.00 -8.77 4.77
-4.44 -8.36 3.92
-2.26 -8.89 6.63
-3.31 -9.34 6.03
-3.85 -9.16 5.30
-2.64 -8.50 5.86
-1.51 -9.15 7.65
-0.52 -8.86 8.34
-0.76 -8.93 8.17
-0.94 -9.11 8.17
-4.14 -8.64 4.50
-0.43 -9.51 9.07
-0.73 -9.33 8.59
-1.26 -9.13 7.88
2.31 -9.55 11.86
-0.58 -9.38 8.80
-0.05 -8.96 8.91
1.23 -9.29 10.52
0.10 -9.17 9.27
-0.79 -9.45 8.66
0.36 -8.52 8.89
0.61 -9.89 10.50
-0.46 -8.85 8.38
0.79 -8.56 9.34
0.14 -8.77 8.92
1.95 -8.92 10.87
-1.44 -9.62 8.18
-0.49 -9.89 9.40
-1.35 -9.16 7.81
-1.77 -9.57 7.80
-0.69 -9.85 9.17
-2.14 -8.84 6.70
-0.77 -8.37 7.60
-1.09 -8.54 7.45
-1.13 -9.22 8.09
-2.00 -9.65 7.66
-3.31 -8.66 5.34
-1.87 -8.94 7.07
-1.85 -9.35 7.50
-2.36 -9.05 6.70
-1.46 -9.81 8.35
-1.64 -9.01 7.37
-1.61 -8.90 7.29
-1.68 -9.16 7.48
-1.51 -8.88 7.36
-0.37 -8.03 7.66
-0.10 -8.66 8.56
-0.82 -9.50 8.68
-1.25 -8.40 7.14
-1.59 -8.76 7.18
-1.46 -9.51 8.05
0.17 -9.32 9.50
-3.21 -9.35 6.14
-0.88 -9.40 8.53
-2.14 -9.40 7.26
-2.05 -8.51 6.46
-2.28 -8.70 6.42
-0.45 -9.49 9.04
-1.44 -8.62 7.18
-0.80 -8.91 8.11
-1.20 -7.97 6.78
-1.71 -8.34 6.63
-2.98 -8.78 5.80
-0.84 -9.01 8.17
-1.77 -8.50 6.73
-1.40 -9.13 7.73
0


iter 22
2.10 1.75 0.35
3.52 2.73 0.79
3.98 3.54 0.44
3.66 3.81 -0.15
5.11 4.30 0.81
5.64 5.23 0.41
3.19 6.47 -3.28
3.50 7.31 -3.81
4.34 8.20 -3.86
6.44 10.15 -3.70
6.84 11.34 -4.50
7.52 12.76 -5.24
7.83 13.27 -5.44
9.47 14.83 -5.36
9.71 16.18 -6.48
10.42 17.78 -7.36
11.02 18.04 -7.02
12.92 18.38 -5.47
12.78 18.82 -6.04
14.23 18.56 -4.33
12.04 19.15 -7.11
14.05 19.48 -5.43
13.71 19.01 -5.30
13.17 19.27 -6.10
13.44 18.74 -5.29
13.31 18.74 -5.43
13.41 18.64 -5.22
13.62 18.95 -5.33
15.50 19.67 -4.17
15.40 19.52 -4.12
16.57 18.16 -1.59
14.16 18.88 -4.71
14.34 18.70 -4.36
13.68 19.10 -5.42
15.46 17.73 -2.27
13.86 16.22 -2.36
11.20 15.61 -4.42
10.63 13.74 -3.11
8.36 13.35 -4.99
7.84 12.33 -4.49
7.11 10.95 -3.84
4.78 9.48 -4.70
3.61 8.70 -5.09
3.34 8.06 -4.71
1.66 7.31 -5.64
0.35 5.63 -5.28
-0.53 4.85 -5.38
0.32 3.79 -3.47
-2.77 2.62 -5.39
-3.75 1.37 -5.12
-3.32 0.98 -4.30
-3.44 0.08 -3.52
-5.03 -1.83 -3.21
-8.09 -2.78 -5.31
-6.21 -4.02 -2.19
-6.73 -4.77 -1.96
-8.37 -6.46 -1.91
-10.00 -7.36 -2.64
-7.54 -8.97 1.42
-8.33 -11.02 2.69
-5.57 -12.57 7.00
-8.40 -13.45 5.06
-9.41 -13.79 4.38
-10.10 -14.63 4.54
-7.80 -16.07 8.27
-10.87 -16.73 5.86
-8.65 -19.11 10.46
-11.14 -20.27 9.13
-10.69 -20.83 10.14
-12.54 -23.08 10.54
-14.54 -24.68 10.15
-17.21 -25.50 8.29
-15.38 -24.94 9.56
-16.30 -25.20 8.90
-17.33 -24.73 7.39
-15.37 -25.20 9.83
-18.06 -26.37 8.31
-18.18 -27.10 8.92
-18.14 -26.01 7.86
-17.91 -25.54 7.63
-17.83 -26.10 8.27
-18.63 -25.83 7.20
-17.26 -26.36 9.10
-18.49 -25.80 7.31
-17.88 -25.24 7.35
-16.93 -26.64 9.71
-17.27 -25.61 8.34
-18.13 -26.02 7.89
-19.62 -25.33 5.70
-15.73 -26.54 10.81
-18.97 -25.78 6.81
-18.56 -25.93 7.37
-18.01 -25.53 7.52
-17.65 -25.72 8.07
-17.48 -26.20 8.72
-19.47 -26.20 6.73
-17.94 -26.53 8.59
-17.73 -25.88 8.15
-16.83 -25.75 8.92
-18.14 -26.05 7.91
-19.36 -25.91 6.55
-17.91 -26.44 8.54
-18.81 -26.34 7.53
-18.96 -25.73 6.78
-17.20 -25.91 8.71
-18.78 -24.88 6.09
-18.61 -26.13 7.51
-18.52 -25.77 7.25
-17.19 -26.35 9.16
-17.13 -25.59 8.46
-19.61 -25.53 5.93
-16.97 -25.58 8.61
-18.55 -26.40 7.84
-16.63 -25.83 9.20
-19.40 -25.95 6.56
-17.35 -25.99 8.64
-19.34 -25.62 6.28
-16.55 -25.79 9.24
-18.17 -26.24 8.07
-18.29 -26.31 8.02
-19.22 -25.87 6.65
-17.02 -25.24 8.22
-17.84 -26.41 8.58
-17.53 -25.94 8.41
-17.39 -25.74 8.35
-18.28 -26.03 7.75
0


iter 23
1.89 1.49 0.40
4.21 2.20 2.01
3.33 3.18 0.16
4.96 4.17 0.79
3.36 4.41 -1.04
4.34 5.20 -0.87
2.68 6.69 -4.01
3.82 6.95 -3.14
2.47 7.98 -5.51
3.42 8.76 -5.34
4.16 8.37 -4.21
4.47 6.98 -2.51
2.87 5.99 -3.12
3.15 4.34 -1.19
1.76 3.67 -1.91
2.07 2.78 -0.71
2.28 2.25 0.04
4.26 1.93 2.33
2.62 0.80 1.82
2.28 0.24 2.04
0.98 -0.62 1.61
0.69 -0.11 0.80
1.18 -0.14 1.33
3.33 -0.34 3.67
2.00 0.02 1.97
2.37 0.15 2.22
-0.65 -0.51 -0.14
2.36 -0.70 3.06
1.22 1.02 0.19
1.13 -0.02 1.15
2.10 -0.27 2.37
1.90 -0.17 2.07
2.74 -0.65 3.39
0.88 0.55 0.34
1.10 -0.05 1.15
1.85 -0.07 1.93
0.84 -0.17 1.01
2.42 -0.01 2.43
0.81 0.31 0.50
1.94 0.51 1.43
2.71 -0.02 2.73
2.01 0.59 1.42
0.99 0.33 0.66
1.97 0.52 1.46
1.47 -0.55 2.02
0.85 -0.43 1.28
0.83 -0.53 1.36
2.17 0.12 2.05
2.26 -0.53 2.79
-0.29 -0.27 -0.02
3.42 -0.63 4.05
0.69 0.66 0.03
2.32 -0.50 2.82
2.76 0.32 2.43
3.07 0.01 3.05
2.56 0.10 2.46
1.70 -0.01 1.71
1.48 0.63 0.86
1.57 -0.20 1.78
-0.20 0.38 -0.58
0.95 -0.78 1.73
1.37 -0.44 1.80
0.98 -0.29 1.26
-0.06 0.53 -0.59
2.53 -0.54 3.07
-1.27 -0.77 -0.50
0.55 -0.61 1.15
0.83 0.11 0.72
0.98 -0.49 1.46
0.62 0.95 -0.33
1.25 -0.85 2.09
-0.04 -1.22 1.18
0.44 -0.84 1.27
0.29 0.03 0.26
-0.13 0.42 -0.55
1.26 0.67 0.59
1.22 0.57 0.65
0.20 0.17 0.03
-1.08 -0.39 -0.69
0.85 -0.06 0.91
1.53 0.50 1.03
0.57 -0.49 1.06
1.70 -0.48 2.18
-1.64 1.45 -3.08
2.78 0.58 2.19
0.40 -0.16 0.56
1.36 0.03 1.33
1.20 0.44 0.76
0.10 0.74 -0.64
1.13 -0.20 1.33
1.35 0.21 1.14
2.04 0.60 1.44
0.21 -0.12 0.33
0.27 -0.21 0.48
0.12 0.94 -0.82
1.96 -0.49 2.45
1.29 0.08 1.21
0.59 0.30 0.29
0.80 -0.20 1.00
1.58 0.10 1.48
-0.29 0.20 -0.49
1.68 -0.18 1.86
-0.39 -0.00 -0.39
2.23 0.76 1.48
1.14 0.45 0.69
-1.37 0.24 -1.61
-0.77 0.32 -1.09
0.03 0.68 -0.65
1.35 -0.91 2.26
0.69 0.01 0.69
0.70 -0.18 0.88
0.41 0.28 0.13
1.79 0.22 1.57
0.52 0.19 0.33
0.59 -0.48 1.07
0.89 0.20 0.68
2.78 0.40 2.37
-0.47 0.38 -0.85
0.47 -0.87 1.34
1.31 -2.07 3.38
0.16 -2.75 2.91
-0.91 -3.92 3.00
-0.76 -6.06 5.30
-1.99 -6.93 4.94
-2.27 -8.40 6.13
-1.53 -9.64 8.11
0


iter 24
4.98 1.05 3.93
6.56 2.39 4.17
5.14 3.72 1.43
4.25 4.90 -0.65
6.02 6.49 -0.47
4.85 6.67 -1.82
6.14 7.89 -1.75
4.78 7.65 -2.88
4.76 8.35 -3.59
4.05 9.46 -5.41
3.50 10.54 -7.04
7.56 10.62 -3.06
5.90 11.57 -5.67
5.84 12.22 -6.38
4.16 13.02 -8.87
4.88 13.82 -8.94
4.52 14.55 -10.03
7.29 15.55 -8.26
7.72 16.49 -8.78
5.31 17.25 -11.93
5.52 18.70 -13.18
7.37 19.06 -11.69
6.94 19.06 -12.12
5.23 19.17 -13.94
6.14 18.18 -12.04
4.16 17.40 -13.24
4.19 17.19 -13.00
5.45 15.63 -10.17
2.66 14.23 -11.57
1.77 12.96 -11.19
2.80 12.00 -9.19
1.65 11.26 -9.61
2.95 10.58 -7.63
1.76 9.20 -7.44
3.02 9.35 -6.33
1.62 8.06 -6.44
2.64 7.72 -5.08
2.43 5.96 -3.53
2.45 5.46 -3.01
0.32 3.92 -3.60
-0.29 2.94 -3.23
0.10 1.79 -1.69
-0.96 0.21 -1.18
1.03 -0.57 1.60
0.84 -2.60 3.44
-1.24 -2.84 1.60
-1.79 -3.80 2.01
-1.56 -5.57 4.01
-0.65 -6.95 6.30
